12.4777 1689601499 26.989  17 
4.06585 1689601452 18.417  11 
2.66709 1689601515 0  2 
0 0 0  0 
0 0 0  0 
0 0 0  0 
0 0 0  0 
0 0 0  0 
0 0 0  0 
0 0 0  0 
